Array_Size,Radix_2_DIT_Serial,Radix_2_DIF_Serial,Radix_2_DIT_Thread,Radix_2_DIF_Thread,Radix_4_DIT_Serial,Radix_4_DIF_Serial,Radix_4_DIT_Thread,Radix_4_DIF_Thread,Radix_8_DIT_Serial,Radix_8_DIF_Serial,Radix_8_DIT_Thread,Radix_8_DIF_Thread,
2, 0.000010, 0.000000, 0.000636, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4, 0.000001, 0.000000, 0.000294, 0.000000, 0.000005, 0.000000, 0.000383, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8, 0.000002, 0.000000, 0.000297, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017767, 0.000000, 0.000319, 0.000000
16, 0.000004, 0.000000, 0.000256, 0.000000, 0.000005, 0.000000, 0.000241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32, 0.000009, 0.000000, 0.000256, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
64, 0.000021, 0.000000, 0.000298, 0.000000, 0.000016, 0.000000, 0.000248, 0.000000, 0.000022, 0.000000, 0.000214, 0.000000
128, 0.000050, 0.000000, 0.000331, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
256, 0.000110, 0.000000, 0.000447, 0.000000, 0.000081, 0.000000, 0.000320, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
512, 0.000250, 0.000000, 0.000609, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000249, 0.000000, 0.000394, 0.000000
1024, 0.000556, 0.000000, 0.000790, 0.000000, 0.000387, 0.000000, 0.000711, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2048, 0.001261, 0.000000, 0.001385, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4096, 0.002667, 0.000000, 0.002815, 0.000000, 0.001889, 0.000000, 0.001942, 0.000000, 0.002570, 0.000000, 0.001328, 0.000000
8192, 0.005817, 0.000000, 0.004764, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16384, 0.012530, 0.000000, 0.007780, 0.000000, 0.008978, 0.000000, 0.007709, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32768, 0.027914, 0.000000, 0.013113, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018544, 0.000000, 0.009907, 0.000000
65536, 0.059327, 0.000000, 0.017006, 0.000000, 0.041065, 0.000000, 0.022233, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
131072, 0.124440, 0.000000, 0.035134, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
262144, 0.264021, 0.000000, 0.090249, 0.000000, 0.187603, 0.000000, 0.054257, 0.000000, 0.151012, 0.000000, 0.051324, 0.000000
524288, 0.558797, 0.000000, 0.148330, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1048576, 1.207207, 0.000000, 0.333235, 0.000000, 0.865693, 0.000000, 0.205221, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2097152, 2.544328, 0.000000, 0.661278, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.471584, 0.000000, 0.353577, 0.000000
4194304, 5.353518, 0.000000, 1.407230, 0.000000, 3.798283, 0.000000, 0.885030, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8388608, 11.289095, 0.000000, 2.565404, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16777216, 24.565374, 0.000000, 5.352662, 0.000000, 16.384761, 0.000000, 3.753267, 0.000000, 13.666558, 0.000000, 3.051162, 0.000000
33554432, 50.846487, 0.000000, 10.833498, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67108864, 105.231128, 0.000000, 23.060759, 0.000000, 71.871587, 0.000000, 15.698988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
134217728, 221.420930, 0.000000, 47.145356, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 116.497409, 0.000000, 28.481594, 0.000000
268435456, 470.416862, 0.000000, 97.886683, 0.000000, 316.008240, 0.000000, 67.791383, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
