Array_Size,Radix_2_DIT_Serial,Radix_2_DIF_Serial,Radix_2_DIT_Thread,Radix_2_DIF_Thread,Radix_4_DIT_Serial,Radix_4_DIF_Serial,Radix_4_DIT_Thread,Radix_4_DIF_Thread,Radix_8_DIT_Serial,Radix_8_DIF_Serial,Radix_8_DIT_Thread,Radix_8_DIF_Thread,
2, 0.000000, 0.000000, 0.000566, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4, 0.000000, 0.000000, 0.000180, 0.000000, 0.000000, 0.000000, 0.000291, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8, 0.000000, 0.000000, 0.000133, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000270, 0.000000
16, 0.000000, 0.000000, 0.000128, 0.000000, 0.000000, 0.000000, 0.000227, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32, 0.000000, 0.000000, 0.000159, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
64, 0.000000, 0.000000, 0.000167, 0.000000, 0.000000, 0.000000, 0.000160, 0.000000, 0.000000, 0.000000, 0.000206, 0.000000
128, 0.000000, 0.000000, 0.000222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
256, 0.000000, 0.000000, 0.000293, 0.000000, 0.000000, 0.000000, 0.000226, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
512, 0.000000, 0.000000, 0.000387, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000311, 0.000000
1024, 0.000000, 0.000000, 0.000860, 0.000000, 0.000000, 0.000000, 0.000641, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2048, 0.000000, 0.000000, 0.001532, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4096, 0.000000, 0.000000, 0.003113, 0.000000, 0.000000, 0.000000, 0.001974, 0.000000, 0.000000, 0.000000, 0.001768, 0.000000
8192, 0.000000, 0.000000, 0.006010, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16384, 0.000000, 0.000000, 0.011014, 0.000000, 0.000000, 0.000000, 0.009206, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32768, 0.000000, 0.000000, 0.018796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.014738, 0.000000
65536, 0.000000, 0.000000, 0.027102, 0.000000, 0.000000, 0.000000, 0.023524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
131072, 0.000000, 0.000000, 0.041608, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
262144, 0.000000, 0.000000, 0.092152, 0.000000, 0.000000, 0.000000, 0.066136, 0.000000, 0.000000, 0.000000, 0.053777, 0.000000
524288, 0.000000, 0.000000, 0.185982, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1048576, 0.000000, 0.000000, 0.391297, 0.000000, 0.000000, 0.000000, 0.279666, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2097152, 0.000000, 0.000000, 0.833699, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.434123, 0.000000
4194304, 0.000000, 0.000000, 1.621955, 0.000000, 0.000000, 0.000000, 1.157336, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8388608, 0.000000, 0.000000, 3.382152, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16777216, 0.000000, 0.000000, 7.022581, 0.000000, 0.000000, 0.000000, 4.935576, 0.000000, 0.000000, 0.000000, 3.702830, 0.000000
33554432, 0.000000, 0.000000, 14.568825, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67108864, 0.000000, 0.000000, 29.622223, 0.000000, 0.000000, 0.000000, 21.068908, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
134217728, 0.000000, 0.000000, 60.690562, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 34.090544, 0.000000
268435456, 0.000000, 0.000000, 127.184166, 0.000000, 0.000000, 0.000000, 87.598677, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
